Day,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
953,1,92.8858,0.03742,82.145,84.8,86.349,87.169,88.431,89.283,90.541,92.886,95.23,96.488,97.34,98.603,99.423,100.972,103.627
954,1,92.9093,0.03743,82.163,84.819,86.369,87.189,88.453,89.305,90.564,92.909,95.255,96.514,97.366,98.629,99.45,100.999,103.656
955,1,92.9328,0.03743,82.184,84.841,86.391,87.211,88.475,89.328,90.587,92.933,95.279,96.538,97.391,98.654,99.475,101.025,103.682
956,1,92.9562,0.03744,82.201,84.86,86.411,87.232,88.496,89.349,90.609,92.956,95.304,96.563,97.416,98.681,99.502,101.053,103.711
957,1,92.9797,0.03745,82.219,84.879,86.431,87.252,88.517,89.371,90.631,92.98,95.328,96.589,97.442,98.707,99.529,101.08,103.74
958,1,93.0031,0.03746,82.237,84.898,86.451,87.273,88.538,89.392,90.653,93.003,95.353,96.614,97.468,98.734,99.556,101.108,103.769
959,1,93.0265,0.03747,82.255,84.918,86.471,87.293,88.559,89.414,90.675,93.027,95.378,96.639,97.494,98.76,99.582,101.135,103.798
960,1,93.0499,0.03748,82.273,84.937,86.491,87.313,88.58,89.435,90.698,93.05,95.402,96.664,97.519,98.786,99.609,101.163,103.827
961,1,93.0732,0.03749,82.29,84.956,86.511,87.334,88.601,89.457,90.72,93.073,95.427,96.69,97.545,98.813,99.636,101.191,103.856
962,1,93.0966,0.0375,82.308,84.975,86.531,87.354,88.623,89.478,90.742,93.097,95.451,96.715,97.571,98.839,99.663,101.218,103.885
963,1,93.1199,0.03751,82.326,84.994,86.55,87.375,88.644,89.5,90.764,93.12,95.476,96.74,97.596,98.865,99.689,101.246,103.914
964,1,93.1432,0.03752,82.344,85.013,86.57,87.395,88.665,89.521,90.786,93.143,95.5,96.765,97.622,98.892,99.716,101.273,103.943
965,1,93.1665,0.03753,82.361,85.032,86.59,87.415,88.686,89.543,90.808,93.167,95.525,96.79,97.647,98.918,99.743,101.301,103.972
966,1,93.1898,0.03753,82.382,85.054,86.612,87.437,88.708,89.565,90.831,93.19,95.549,96.815,97.672,98.943,99.768,101.326,103.998
967,1,93.213,0.03754,82.4,85.073,86.632,87.457,88.729,89.586,90.853,93.213,95.573,96.84,97.697,98.969,99.794,101.353,104.026
968,1,93.2363,0.03755,82.417,85.092,86.652,87.478,88.75,89.608,90.875,93.236,95.598,96.865,97.723,98.995,99.821,101.381,104.055
969,1,93.2595,0.03756,82.435,85.111,86.671,87.498,88.77,89.629,90.897,93.26,95.622,96.89,97.749,99.021,99.848,101.408,104.084
970,1,93.2827,0.03757,82.453,85.13,86.691,87.518,88.791,89.65,90.919,93.283,95.647,96.915,97.774,99.047,99.874,101.436,104.113
971,1,93.3059,0.03758,82.47,85.149,86.711,87.538,88.812,89.672,90.941,93.306,95.671,96.94,97.8,99.073,99.901,101.463,104.142
972,1,93.329,0.03759,82.488,85.168,86.731,87.558,88.833,89.693,90.963,93.329,95.695,96.965,97.825,99.1,99.927,101.49,104.17
973,1,93.3522,0.0376,82.505,85.187,86.751,87.579,88.854,89.714,90.985,93.352,95.72,96.99,97.851,99.126,99.954,101.518,104.199
974,1,93.3753,0.03761,82.523,85.206,86.77,87.599,88.875,89.736,91.007,93.375,95.744,97.015,97.876,99.152,99.98,101.545,104.228
975,1,93.3984,0.03762,82.54,85.224,86.79,87.619,88.895,89.757,91.028,93.398,95.768,97.04,97.901,99.178,100.007,101.572,104.256
976,1,93.4215,0.03762,82.561,85.246,86.811,87.641,88.917,89.779,91.051,93.422,95.792,97.064,97.926,99.202,100.032,101.597,104.282
977,1,93.4446,0.03763,82.578,85.264,86.831,87.661,88.938,89.8,91.073,93.445,95.816,97.089,97.951,99.228,100.058,101.625,104.311
978,1,93.4676,0.03764,82.596,85.283,86.851,87.681,88.959,89.821,91.095,93.468,95.841,97.114,97.976,99.254,100.084,101.652,104.339
979,1,93.4906,0.03765,82.613,85.302,86.87,87.701,88.98,89.842,91.116,93.491,95.865,97.139,98.002,99.28,100.111,101.679,104.368
980,1,93.5137,0.03766,82.631,85.321,86.89,87.721,89,89.864,91.138,93.514,95.889,97.164,98.027,99.306,100.137,101.706,104.397
981,1,93.5367,0.03767,82.648,85.34,86.91,87.741,89.021,89.885,91.16,93.537,95.913,97.189,98.052,99.332,100.164,101.734,104.425
982,1,93.5596,0.03768,82.666,85.358,86.929,87.761,89.042,89.906,91.182,93.56,95.937,97.213,98.077,99.358,100.19,101.761,104.454
983,1,93.5826,0.03769,82.683,85.377,86.949,87.781,89.062,89.927,91.204,93.583,95.962,97.238,98.103,99.384,100.216,101.788,104.482
984,1,93.6056,0.03769,82.703,85.398,86.97,87.803,89.084,89.949,91.226,93.606,95.985,97.262,98.127,99.409,100.241,101.813,104.508
985,1,93.6285,0.0377,82.721,85.417,86.99,87.823,89.105,89.97,91.248,93.629,96.009,97.287,98.152,99.434,100.267,101.84,104.536
986,1,93.6514,0.03771,82.738,85.436,87.009,87.842,89.125,89.991,91.269,93.651,96.033,97.312,98.177,99.46,100.294,101.867,104.565
987,1,93.6743,0.03772,82.755,85.454,87.029,87.862,89.146,90.012,91.291,93.674,96.058,97.336,98.203,99.486,100.32,101.894,104.593
988,1,93.6972,0.03773,82.773,85.473,87.048,87.882,89.167,90.033,91.313,93.697,96.082,97.361,98.228,99.512,100.346,101.921,104.622
989,1,93.7201,0.03774,82.79,85.492,87.068,87.902,89.187,90.054,91.334,93.72,96.106,97.386,98.253,99.538,100.372,101.948,104.65
990,1,93.7429,0.03775,82.807,85.51,87.087,87.922,89.208,90.075,91.356,93.743,96.13,97.411,98.278,99.564,100.399,101.975,104.679
991,1,93.7658,0.03776,82.825,85.529,87.107,87.942,89.228,90.096,91.378,93.766,96.154,97.435,98.303,99.59,100.425,102.002,104.707
992,1,93.7886,0.03776,82.845,85.55,87.128,87.963,89.25,90.118,91.4,93.789,96.177,97.459,98.327,99.614,100.449,102.027,104.733
993,1,93.8114,0.03777,82.862,85.569,87.147,87.983,89.271,90.139,91.422,93.811,96.201,97.484,98.352,99.64,100.476,102.054,104.761
994,1,93.8342,0.03778,82.879,85.587,87.167,88.003,89.291,90.16,91.443,93.834,96.225,97.508,98.377,99.665,100.502,102.081,104.789
995,1,93.8569,0.03779,82.896,85.606,87.186,88.023,89.311,90.181,91.465,93.857,96.249,97.533,98.402,99.691,100.528,102.108,104.817
996,1,93.8797,0.0378,82.914,85.624,87.205,88.043,89.332,90.202,91.486,93.88,96.273,97.558,98.427,99.717,100.554,102.135,104.846
997,1,93.9024,0.03781,82.931,85.643,87.225,88.062,89.352,90.223,91.508,93.902,96.297,97.582,98.452,99.742,100.58,102.162,104.874
998,1,93.9252,0.03782,82.948,85.661,87.244,88.082,89.373,90.244,91.529,93.925,96.321,97.607,98.478,99.768,100.606,102.189,104.902
999,1,93.9479,0.03782,82.968,85.682,87.265,88.104,89.394,90.265,91.551,93.948,96.344,97.63,98.501,99.792,100.631,102.214,104.928
1000,1,93.9706,0.03783,82.985,85.701,87.285,88.123,89.415,90.286,91.573,93.971,96.368,97.655,98.526,99.818,100.657,102.241,104.956
1001,1,93.9932,0.03784,83.002,85.719,87.304,88.143,89.435,90.307,91.594,93.993,96.392,97.679,98.551,99.843,100.683,102.267,104.984
1002,1,94.0159,0.03785,83.019,85.738,87.323,88.163,89.455,90.328,91.616,94.016,96.416,97.704,98.576,99.869,100.709,102.294,105.012
1003,1,94.0385,0.03786,83.036,85.756,87.342,88.182,89.476,90.348,91.637,94.039,96.44,97.729,98.601,99.895,100.735,102.321,105.041
1004,1,94.0612,0.03787,83.053,85.775,87.362,88.202,89.496,90.369,91.659,94.061,96.464,97.753,98.626,99.92,100.761,102.348,105.069
1005,1,94.0838,0.03788,83.071,85.793,87.381,88.222,89.516,90.39,91.68,94.084,96.488,97.778,98.651,99.946,100.787,102.375,105.097
1006,1,94.1064,0.03788,83.09,85.814,87.402,88.243,89.538,90.412,91.702,94.106,96.511,97.801,98.675,99.97,100.811,102.399,105.122
1007,1,94.129,0.03789,83.108,85.832,87.421,88.263,89.558,90.433,91.723,94.129,96.535,97.825,98.7,99.995,100.837,102.426,105.15
1008,1,94.1516,0.0379,83.125,85.85,87.44,88.282,89.579,90.453,91.745,94.152,96.558,97.85,98.725,100.021,100.863,102.453,105.179
1009,1,94.1741,0.03791,83.142,85.869,87.459,88.302,89.599,90.474,91.766,94.174,96.582,97.874,98.749,100.046,100.889,102.479,105.207
1010,1,94.1967,0.03792,83.159,85.887,87.479,88.321,89.619,90.495,91.787,94.197,96.606,97.899,98.774,100.072,100.915,102.506,105.235
1011,1,94.2192,0.03793,83.176,85.905,87.498,88.341,89.639,90.515,91.809,94.219,96.63,97.923,98.799,100.097,100.941,102.533,105.263
1012,1,94.2417,0.03793,83.195,85.926,87.519,88.362,89.661,90.537,91.831,94.242,96.653,97.947,98.823,100.121,100.965,102.557,105.288
1013,1,94.2642,0.03794,83.212,85.944,87.538,88.382,89.681,90.558,91.852,94.264,96.676,97.971,98.848,100.147,100.991,102.584,105.316
1014,1,94.2867,0.03795,83.229,85.963,87.557,88.401,89.701,90.578,91.873,94.287,96.7,97.995,98.872,100.172,101.017,102.611,105.344
1015,1,94.3092,0.03796,83.246,85.981,87.576,88.421,89.721,90.599,91.895,94.309,96.724,98.02,98.897,100.198,101.042,102.637,105.372
1016,1,94.3317,0.03797,83.263,85.999,87.595,88.44,89.741,90.619,91.916,94.332,96.748,98.044,98.922,100.223,101.068,102.664,105.4
1017,1,94.3541,0.03798,83.28,86.017,87.614,88.46,89.762,90.64,91.937,94.354,96.771,98.068,98.947,100.249,101.094,102.691,105.428
1018,1,94.3765,0.03798,83.3,86.038,87.635,88.481,89.783,90.661,91.959,94.377,96.794,98.092,98.97,100.272,101.118,102.715,105.453
1019,1,94.399,0.03799,83.317,86.056,87.654,88.5,89.803,90.682,91.98,94.399,96.818,98.116,98.995,100.298,101.144,102.742,105.481
1020,1,94.4214,0.038,83.334,86.074,87.673,88.52,89.823,90.703,92.001,94.421,96.841,98.14,99.02,100.323,101.17,102.768,105.509
1021,1,94.4438,0.03801,83.35,86.093,87.692,88.539,89.843,90.723,92.023,94.444,96.865,98.164,99.044,100.349,101.195,102.795,105.537
1022,1,94.4662,0.03802,83.367,86.111,87.711,88.559,89.863,90.744,92.044,94.466,96.889,98.189,99.069,100.374,101.221,102.822,105.565
1023,1,94.4885,0.03802,83.387,86.131,87.732,88.579,89.885,90.765,92.065,94.489,96.912,98.212,99.092,100.398,101.245,102.846,105.59
1024,1,94.5109,0.03803,83.404,86.149,87.751,88.599,89.905,90.786,92.087,94.511,96.935,98.236,99.117,100.423,101.271,102.872,105.618
1025,1,94.5332,0.03804,83.421,86.168,87.77,88.618,89.925,90.806,92.108,94.533,96.959,98.26,99.142,100.448,101.297,102.899,105.646
1026,1,94.5556,0.03805,83.437,86.186,87.789,88.638,89.945,90.827,92.129,94.556,96.982,98.285,99.166,100.474,101.322,102.925,105.674
1027,1,94.5779,0.03806,83.454,86.204,87.808,88.657,89.965,90.847,92.15,94.578,97.006,98.309,99.191,100.499,101.348,102.952,105.702
1028,1,94.6002,0.03807,83.471,86.222,87.827,88.676,89.985,90.868,92.171,94.6,97.029,98.333,99.216,100.524,101.374,102.978,105.729
1029,1,94.6225,0.03807,83.491,86.242,87.847,88.697,90.006,90.889,92.193,94.623,97.052,98.356,99.239,100.548,101.398,103.003,105.754
1030,1,94.6447,0.03808,83.507,86.26,87.866,88.717,90.026,90.909,92.214,94.645,97.076,98.38,99.264,100.573,101.423,103.029,105.782
1031,1,94.667,0.03809,83.524,86.279,87.885,88.736,90.046,90.93,92.235,94.667,97.099,98.404,99.288,100.598,101.449,103.055,105.81
1032,1,94.6893,0.0381,83.541,86.297,87.904,88.755,90.066,90.95,92.256,94.689,97.123,98.428,99.313,100.623,101.475,103.082,105.838
1033,1,94.7115,0.03811,83.557,86.315,87.923,88.774,90.086,90.971,92.277,94.712,97.146,98.452,99.337,100.649,101.5,103.108,105.866
1034,1,94.7337,0.03811,83.577,86.335,87.943,88.795,90.107,90.992,92.299,94.734,97.169,98.476,99.36,100.672,101.524,103.133,105.89
1035,1,94.7559,0.03812,83.594,86.353,87.962,88.815,90.127,91.012,92.32,94.756,97.192,98.5,99.385,100.697,101.55,103.159,105.918
1036,1,94.7782,0.03813,83.61,86.371,87.981,88.834,90.147,91.033,92.341,94.778,97.216,98.524,99.41,100.723,101.575,103.185,105.946
1037,1,94.8003,0.03814,83.627,86.389,88,88.853,90.167,91.053,92.362,94.8,97.239,98.548,99.434,100.748,101.601,103.212,105.974
1038,1,94.8225,0.03815,83.644,86.407,88.019,88.872,90.187,91.073,92.383,94.823,97.262,98.572,99.458,100.773,101.626,103.238,106.001
1039,1,94.8447,0.03815,83.663,86.427,88.039,88.893,90.208,91.095,92.404,94.845,97.285,98.595,99.482,100.796,101.65,103.262,106.026
1040,1,94.8668,0.03816,83.68,86.445,88.058,88.912,90.227,91.115,92.425,94.867,97.309,98.619,99.506,100.821,101.675,103.288,106.054
1041,1,94.889,0.03817,83.696,86.463,88.077,88.931,90.247,91.135,92.446,94.889,97.332,98.643,99.531,100.847,101.701,103.315,106.082
1042,1,94.9111,0.03818,83.713,86.481,88.096,88.951,90.267,91.155,92.467,94.911,97.355,98.667,99.555,100.872,101.727,103.341,106.109
1043,1,94.9332,0.03819,83.73,86.499,88.114,88.97,90.287,91.176,92.488,94.933,97.379,98.691,99.579,100.897,101.752,103.367,106.137
1044,1,94.9553,0.03819,83.749,86.519,88.135,88.99,90.308,91.197,92.509,94.955,97.401,98.714,99.603,100.92,101.776,103.391,106.162
1045,1,94.9774,0.0382,83.766,86.537,88.154,89.01,90.328,91.217,92.53,94.977,97.425,98.738,99.627,100.945,101.801,103.418,106.189
1046,1,94.9995,0.03821,83.782,86.555,88.172,89.029,90.348,91.237,92.551,95,97.448,98.762,99.651,100.97,101.827,103.444,106.217
1047,1,95.0216,0.03822,83.799,86.573,88.191,89.048,90.367,91.258,92.572,95.022,97.471,98.786,99.676,100.995,101.852,103.47,106.244
1048,1,95.0436,0.03822,83.818,86.593,88.211,89.069,90.388,91.279,92.593,95.044,97.494,98.809,99.699,101.019,101.876,103.494,106.269
1049,1,95.0657,0.03823,83.835,86.611,88.23,89.088,90.408,91.299,92.614,95.066,97.517,98.832,99.723,101.044,101.901,103.52,106.297
1050,1,95.0877,0.03824,83.851,86.629,88.249,89.107,90.428,91.319,92.635,95.088,97.54,98.856,99.748,101.069,101.927,103.547,106.324
1051,1,95.1097,0.03825,83.868,86.647,88.267,89.126,90.447,91.339,92.656,95.11,97.563,98.88,99.772,101.094,101.952,103.573,106.352
1052,1,95.1317,0.03826,83.884,86.664,88.286,89.145,90.467,91.359,92.677,95.132,97.587,98.904,99.796,101.119,101.977,103.599,106.379
1053,1,95.1537,0.03826,83.903,86.684,88.307,89.165,90.488,91.38,92.698,95.154,97.609,98.927,99.819,101.142,102.001,103.623,106.404
1054,1,95.1757,0.03827,83.92,86.702,88.325,89.185,90.508,91.401,92.719,95.176,97.632,98.951,99.844,101.167,102.026,103.649,106.431
1055,1,95.1977,0.03828,83.936,86.72,88.344,89.204,90.528,91.421,92.74,95.198,97.656,98.975,99.868,101.192,102.052,103.675,106.459
1056,1,95.2197,0.03829,83.953,86.738,88.362,89.223,90.547,91.441,92.761,95.22,97.679,98.998,99.892,101.217,102.077,103.701,106.487
1057,1,95.2416,0.03829,83.972,86.758,88.383,89.243,90.568,91.462,92.782,95.242,97.701,99.021,99.915,101.24,102.1,103.725,106.511
1058,1,95.2636,0.0383,83.989,86.776,88.401,89.262,90.588,91.482,92.803,95.264,97.725,99.045,99.939,101.265,102.126,103.752,106.539
1059,1,95.2855,0.03831,84.005,86.793,88.42,89.281,90.607,91.502,92.823,95.286,97.748,99.069,99.964,101.29,102.151,103.778,106.566
1060,1,95.3074,0.03832,84.021,86.811,88.438,89.3,90.627,91.522,92.844,95.307,97.771,99.093,99.988,101.315,102.176,103.804,106.593
1061,1,95.3293,0.03833,84.038,86.829,88.457,89.319,90.647,91.542,92.865,95.329,97.794,99.116,100.012,101.34,102.202,103.83,106.621
1062,1,95.3512,0.03833,84.057,86.849,88.477,89.34,90.667,91.563,92.886,95.351,97.816,99.139,100.035,101.363,102.225,103.854,106.645
1063,1,95.3731,0.03834,84.073,86.867,88.496,89.359,90.687,91.583,92.907,95.373,97.839,99.163,100.059,101.388,102.25,103.88,106.673
1064,1,95.3949,0.03835,84.09,86.884,88.514,89.377,90.706,91.603,92.927,95.395,97.862,99.187,100.083,101.412,102.276,103.906,106.7
1065,1,95.4168,0.03836,84.106,86.902,88.533,89.396,90.726,91.623,92.948,95.417,97.886,99.21,100.108,101.437,102.301,103.932,106.728
1066,1,95.4386,0.03836,84.125,86.922,88.553,89.417,90.747,91.644,92.969,95.439,97.908,99.233,100.13,101.46,102.324,103.955,106.752
1067,1,95.4605,0.03837,84.142,86.94,88.571,89.436,90.766,91.664,92.99,95.461,97.931,99.257,100.155,101.485,102.35,103.981,106.779
1068,1,95.4823,0.03838,84.158,86.957,88.59,89.455,90.786,91.684,93.011,95.482,97.954,99.28,100.179,101.51,102.375,104.007,106.807
1069,1,95.5041,0.03839,84.174,86.975,88.608,89.473,90.805,91.704,93.031,95.504,97.977,99.304,100.203,101.535,102.4,104.033,106.834
1070,1,95.5259,0.03839,84.193,86.995,88.629,89.494,90.826,91.725,93.052,95.526,97.999,99.327,100.226,101.558,102.423,104.057,106.859
1071,1,95.5477,0.0384,84.21,87.012,88.647,89.513,90.846,91.745,93.073,95.548,98.022,99.35,100.25,101.583,102.448,104.083,106.886
1072,1,95.5695,0.03841,84.226,87.03,88.665,89.532,90.865,91.765,93.094,95.57,98.045,99.374,100.274,101.607,102.474,104.109,106.913
1073,1,95.5913,0.03842,84.242,87.048,88.684,89.55,90.885,91.785,93.114,95.591,98.068,99.398,100.298,101.632,102.499,104.135,106.941
1074,1,95.613,0.03842,84.261,87.067,88.704,89.571,90.905,91.806,93.135,95.613,98.091,99.42,100.321,101.655,102.522,104.159,106.965
1075,1,95.6348,0.03843,84.277,87.085,88.722,89.59,90.925,91.826,93.156,95.635,98.114,99.444,100.345,101.68,102.547,104.185,106.992
1076,1,95.6565,0.03844,84.294,87.102,88.741,89.608,90.944,91.845,93.176,95.657,98.137,99.468,100.369,101.705,102.572,104.211,107.019
1077,1,95.6782,0.03845,84.31,87.12,88.759,89.627,90.964,91.865,93.197,95.678,98.16,99.491,100.393,101.729,102.597,104.236,107.047
1078,1,95.6999,0.03845,84.329,87.14,88.779,89.647,90.984,91.886,93.218,95.7,98.182,99.514,100.416,101.752,102.621,104.26,107.071
1079,1,95.7216,0.03846,84.345,87.157,88.798,89.666,91.004,91.906,93.238,95.722,98.205,99.537,100.44,101.777,102.646,104.286,107.098
1080,1,95.7433,0.03847,84.361,87.175,88.816,89.685,91.023,91.926,93.259,95.743,98.228,99.561,100.464,101.802,102.671,104.312,107.125
1081,1,95.765,0.03848,84.377,87.192,88.834,89.704,91.042,91.946,93.279,95.765,98.251,99.584,100.488,101.826,102.696,104.338,107.153
1082,1,95.7867,0.03848,84.396,87.212,88.854,89.724,91.063,91.967,93.301,95.787,98.273,99.607,100.51,101.849,102.719,104.361,107.177
1083,1,95.8083,0.03849,84.413,87.23,88.873,89.743,91.082,91.986,93.321,95.808,98.296,99.63,100.534,101.874,102.744,104.387,107.204
1084,1,95.83,0.0385,84.429,87.247,88.891,89.761,91.102,92.006,93.342,95.83,98.318,99.654,100.558,101.899,102.769,104.413,107.231
1085,1,95.8516,0.0385,84.448,87.267,88.911,89.782,91.122,92.027,93.363,95.852,98.341,99.676,100.581,101.922,102.792,104.436,107.255
1086,1,95.8732,0.03851,84.464,87.284,88.929,89.8,91.142,92.047,93.383,95.873,98.363,99.7,100.605,101.946,102.817,104.462,107.283
1087,1,95.8948,0.03852,84.48,87.302,88.947,89.819,91.161,92.066,93.403,95.895,98.386,99.723,100.629,101.971,102.842,104.488,107.31
1088,1,95.9165,0.03853,84.496,87.319,88.966,89.838,91.18,92.086,93.424,95.917,98.409,99.747,100.653,101.995,102.867,104.514,107.337
1089,1,95.938,0.03853,84.515,87.339,88.986,89.858,91.201,92.107,93.445,95.938,98.431,99.769,100.675,102.018,102.89,104.537,107.361
1090,1,95.9596,0.03854,84.531,87.356,89.004,89.876,91.22,92.127,93.465,95.96,98.454,99.793,100.699,102.043,102.915,104.563,107.388
1091,1,95.9812,0.03855,84.547,87.374,89.022,89.895,91.239,92.146,93.486,95.981,98.477,99.816,100.723,102.067,102.94,104.589,107.415
1092,1,96.0028,0.03856,84.563,87.391,89.04,89.914,91.259,92.166,93.506,96.003,98.5,99.84,100.747,102.092,102.965,104.615,107.442
1093,1,96.0243,0.03856,84.582,87.411,89.06,89.934,91.279,92.187,93.527,96.024,98.522,99.862,100.769,102.115,102.988,104.638,107.466
1094,1,96.0459,0.03857,84.598,87.428,89.079,89.953,91.298,92.206,93.547,96.046,98.545,99.885,100.793,102.139,103.013,104.664,107.494
1095,1,96.0674,0.03858,84.614,87.445,89.097,89.971,91.318,92.226,93.568,96.067,98.567,99.909,100.817,102.164,103.038,104.689,107.521
1096,1,96.0889,0.03858,84.633,87.465,89.117,89.991,91.338,92.247,93.588,96.089,98.589,99.931,100.84,102.187,103.061,104.713,107.545
1097,1,96.1104,0.03859,84.649,87.482,89.135,90.01,91.357,92.266,93.609,96.11,98.612,99.954,100.864,102.211,103.086,104.739,107.572
1098,1,96.1319,0.0386,84.665,87.5,89.153,90.028,91.376,92.286,93.629,96.132,98.635,99.978,100.887,102.235,103.111,104.764,107.599
1099,1,96.1534,0.03861,84.681,87.517,89.171,90.047,91.396,92.306,93.649,96.153,98.657,100.001,100.911,102.26,103.136,104.79,107.626
1100,1,96.1749,0.03861,84.7,87.536,89.191,90.067,91.416,92.326,93.67,96.175,98.679,100.024,100.934,102.283,103.159,104.813,107.65
1101,1,96.1964,0.03862,84.716,87.554,89.209,90.086,91.435,92.346,93.691,96.196,98.702,100.047,100.957,102.307,103.184,104.839,107.677
1102,1,96.2178,0.03863,84.732,87.571,89.227,90.104,91.454,92.365,93.711,96.218,98.725,100.07,100.981,102.332,103.209,104.865,107.704
1103,1,96.2393,0.03863,84.751,87.591,89.247,90.124,91.475,92.386,93.732,96.239,98.747,100.092,101.004,102.354,103.232,104.888,107.728
1104,1,96.2607,0.03864,84.767,87.608,89.265,90.143,91.494,92.406,93.752,96.261,98.769,100.116,101.027,102.379,103.256,104.914,107.755
1105,1,96.2821,0.03865,84.782,87.625,89.283,90.161,91.513,92.425,93.772,96.282,98.792,100.139,101.051,102.403,103.281,104.939,107.782
1106,1,96.3035,0.03866,84.798,87.642,89.301,90.18,91.532,92.445,93.792,96.304,98.815,100.162,101.075,102.427,103.306,104.965,107.809
1107,1,96.325,0.03866,84.817,87.662,89.321,90.2,91.553,92.465,93.813,96.325,98.837,100.185,101.097,102.45,103.329,104.988,107.833
1108,1,96.3464,0.03867,84.833,87.679,89.339,90.218,91.572,92.485,93.833,96.346,98.859,100.208,101.121,102.475,103.354,105.014,107.86
1109,1,96.3677,0.03868,84.849,87.696,89.357,90.237,91.591,92.504,93.854,96.368,98.882,100.231,101.145,102.499,103.378,105.039,107.887
1110,1,96.3891,0.03868,84.868,87.716,89.377,90.257,91.611,92.525,93.874,96.389,98.904,100.253,101.167,102.522,103.401,105.062,107.911
1111,1,96.4105,0.03869,84.884,87.733,89.395,90.275,91.63,92.544,93.895,96.411,98.926,100.277,101.191,102.546,103.426,105.088,107.937
1112,1,96.4318,0.0387,84.899,87.75,89.413,90.293,91.649,92.564,93.915,96.432,98.949,100.3,101.214,102.57,103.451,105.114,107.964
1113,1,96.4532,0.0387,84.918,87.77,89.433,90.313,91.67,92.584,93.936,96.453,98.971,100.322,101.237,102.593,103.474,105.137,107.988
1114,1,96.4745,0.03871,84.934,87.787,89.451,90.332,91.689,92.604,93.956,96.475,98.993,100.345,101.26,102.617,103.498,105.162,108.015
1115,1,96.4958,0.03872,84.95,87.804,89.469,90.35,91.708,92.623,93.976,96.496,99.016,100.368,101.284,102.641,103.523,105.188,108.042
1116,1,96.5172,0.03873,84.966,87.821,89.487,90.369,91.727,92.643,93.996,96.517,99.039,100.392,101.308,102.666,103.548,105.213,108.069
1117,1,96.5385,0.03873,84.984,87.84,89.506,90.388,91.747,92.663,94.017,96.539,99.06,100.414,101.33,102.689,103.571,105.237,108.093
1118,1,96.5598,0.03874,85,87.858,89.524,90.407,91.766,92.683,94.037,96.56,99.083,100.437,101.354,102.713,103.595,105.262,108.12
1119,1,96.581,0.03875,85.016,87.875,89.542,90.425,91.785,92.702,94.057,96.581,99.105,100.46,101.377,102.737,103.62,105.287,108.146
1120,1,96.6023,0.03875,85.035,87.894,89.562,90.445,91.805,92.723,94.077,96.602,99.127,100.482,101.4,102.76,103.643,105.311,108.17
1121,1,96.6236,0.03876,85.05,87.911,89.58,90.463,91.824,92.742,94.098,96.624,99.15,100.505,101.423,102.784,103.667,105.336,108.197
1122,1,96.6448,0.03877,85.066,87.928,89.598,90.482,91.843,92.761,94.118,96.645,99.172,100.528,101.447,102.808,103.692,105.361,108.224
1123,1,96.6661,0.03877,85.085,87.948,89.617,90.502,91.863,92.782,94.138,96.666,99.194,100.55,101.469,102.831,103.715,105.385,108.248
1124,1,96.6873,0.03878,85.1,87.965,89.635,90.52,91.882,92.801,94.158,96.687,99.216,100.573,101.493,102.855,103.739,105.41,108.274
1125,1,96.7085,0.03879,85.116,87.982,89.653,90.538,91.901,92.821,94.178,96.709,99.239,100.596,101.516,102.879,103.764,105.435,108.301
1126,1,96.7298,0.03879,85.135,88.001,89.673,90.558,91.921,92.841,94.199,96.73,99.261,100.619,101.538,102.902,103.787,105.459,108.325
1127,1,96.751,0.0388,85.15,88.018,89.691,90.576,91.94,92.86,94.219,96.751,99.283,100.642,101.562,102.926,103.811,105.484,108.352
1128,1,96.7722,0.03881,85.166,88.035,89.708,90.595,91.959,92.88,94.239,96.772,99.305,100.665,101.585,102.95,103.836,105.509,108.378
1129,1,96.7933,0.03881,85.185,88.054,89.728,90.614,91.979,92.9,94.26,96.793,99.327,100.687,101.608,102.972,103.859,105.532,108.402
1130,1,96.8145,0.03882,85.2,88.071,89.746,90.633,91.998,92.919,94.28,96.815,99.349,100.71,101.631,102.996,103.883,105.558,108.429
1131,1,96.8357,0.03883,85.216,88.088,89.764,90.651,92.017,92.939,94.3,96.836,99.372,100.733,101.655,103.021,103.908,105.583,108.455
1132,1,96.8568,0.03883,85.235,88.108,89.783,90.671,92.037,92.959,94.32,96.857,99.394,100.755,101.677,103.043,103.93,105.606,108.479
1133,1,96.878,0.03884,85.25,88.125,89.801,90.689,92.056,92.978,94.34,96.878,99.416,100.778,101.7,103.067,103.955,105.631,108.506
1134,1,96.8991,0.03885,85.266,88.141,89.819,90.707,92.075,92.997,94.36,96.899,99.438,100.801,101.724,103.091,103.979,105.657,108.532
1135,1,96.9203,0.03885,85.284,88.161,89.838,90.727,92.095,93.018,94.381,96.92,99.46,100.823,101.746,103.114,104.002,105.68,108.556
1136,1,96.9414,0.03886,85.3,88.178,89.856,90.745,92.114,93.037,94.401,96.941,99.482,100.846,101.769,103.138,104.027,105.705,108.583
1137,1,96.9625,0.03887,85.316,88.195,89.874,90.763,92.132,93.056,94.42,96.963,99.505,100.869,101.793,103.162,104.051,105.73,108.609
1138,1,96.9836,0.03887,85.334,88.214,89.893,90.783,92.152,93.077,94.441,96.984,99.526,100.891,101.815,103.184,104.074,105.753,108.633
