Day,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
1038,1,93.7177,0.03972,82.214,85.058,86.717,87.595,88.947,89.86,91.207,93.718,96.228,97.576,98.488,99.841,100.719,102.377,105.221
1039,1,93.7411,0.03973,82.232,85.077,86.736,87.615,88.968,89.881,91.229,93.741,96.253,97.601,98.514,99.867,100.746,102.405,105.25
1040,1,93.7646,0.03974,82.25,85.096,86.756,87.636,88.989,89.903,91.251,93.765,96.278,97.627,98.54,99.894,100.773,102.433,105.279
1041,1,93.788,0.03974,82.27,85.117,86.778,87.657,89.011,89.925,91.274,93.788,96.302,97.651,98.565,99.919,100.798,102.459,105.306
1042,1,93.8113,0.03975,82.288,85.136,86.798,87.678,89.032,89.946,91.296,93.811,96.326,97.676,98.59,99.945,100.825,102.486,105.335
1043,1,93.8347,0.03975,82.308,85.158,86.819,87.7,89.055,89.969,91.319,93.835,96.35,97.701,98.615,99.97,100.85,102.512,105.361
1044,1,93.8581,0.03976,82.326,85.177,86.839,87.72,89.076,89.99,91.341,93.858,96.375,97.726,98.641,99.996,100.877,102.54,105.39
1045,1,93.8814,0.03977,82.344,85.196,86.859,87.74,89.097,90.012,91.363,93.881,96.4,97.751,98.666,100.023,100.904,102.567,105.419
1046,1,93.9048,0.03977,82.364,85.217,86.881,87.762,89.119,90.034,91.386,93.905,96.424,97.775,98.691,100.048,100.929,102.593,105.446
1047,1,93.9281,0.03978,82.382,85.236,86.901,87.782,89.14,90.056,91.408,93.928,96.448,97.801,98.717,100.074,100.956,102.62,105.475
1048,1,93.9514,0.03978,82.402,85.257,86.922,87.804,89.162,90.078,91.431,93.951,96.472,97.825,98.741,100.099,100.981,102.646,105.501
1049,1,93.9747,0.03979,82.42,85.276,86.942,87.824,89.183,90.099,91.453,93.975,96.497,97.85,98.767,100.125,101.007,102.674,105.53
1050,1,93.998,0.0398,82.437,85.295,86.962,87.844,89.204,90.121,91.475,93.998,96.521,97.875,98.792,100.152,101.034,102.701,105.559
1051,1,94.0213,0.0398,82.458,85.316,86.983,87.866,89.226,90.143,91.497,94.021,96.545,97.9,98.817,100.176,101.059,102.727,105.585
1052,1,94.0446,0.03981,82.475,85.335,87.003,87.886,89.247,90.164,91.519,94.045,96.57,97.925,98.843,100.203,101.086,102.754,105.614
1053,1,94.0678,0.03981,82.495,85.356,87.025,87.908,89.269,90.187,91.542,94.068,96.594,97.949,98.867,100.228,101.111,102.78,105.64
1054,1,94.0911,0.03982,82.513,85.375,87.044,87.928,89.29,90.208,91.564,94.091,96.618,97.974,98.893,100.254,101.138,102.807,105.669
1055,1,94.1143,0.03983,82.53,85.394,87.064,87.948,89.31,90.229,91.586,94.114,96.643,97.999,98.918,100.28,101.165,102.835,105.698
1056,1,94.1376,0.03983,82.551,85.415,87.086,87.97,89.332,90.251,91.609,94.138,96.667,98.024,98.943,100.305,101.19,102.86,105.724
1057,1,94.1608,0.03984,82.568,85.434,87.105,87.99,89.353,90.273,91.631,94.161,96.691,98.049,98.968,100.331,101.216,102.888,105.753
1058,1,94.184,0.03984,82.589,85.455,87.127,88.012,89.375,90.295,91.653,94.184,96.715,98.073,98.993,100.356,101.241,102.913,105.779
1059,1,94.2071,0.03985,82.606,85.474,87.146,88.032,89.396,90.316,91.675,94.207,96.739,98.098,99.018,100.382,101.268,102.941,105.808
1060,1,94.2303,0.03986,82.623,85.492,87.166,88.052,89.417,90.337,91.697,94.23,96.764,98.123,99.044,100.408,101.295,102.968,105.837
1061,1,94.2535,0.03986,82.644,85.514,87.187,88.074,89.439,90.36,91.719,94.254,96.788,98.147,99.068,100.433,101.32,102.993,105.863
1062,1,94.2766,0.03987,82.661,85.532,87.207,88.094,89.459,90.381,91.741,94.277,96.812,98.172,99.094,100.459,101.346,103.021,105.892
1063,1,94.2998,0.03987,82.681,85.553,87.229,88.116,89.482,90.403,91.764,94.3,96.836,98.197,99.118,100.484,101.371,103.046,105.918
1064,1,94.3229,0.03988,82.699,85.572,87.248,88.136,89.502,90.424,91.786,94.323,96.86,98.222,99.144,100.51,101.398,103.074,105.947
1065,1,94.346,0.03989,82.716,85.591,87.268,88.156,89.523,90.445,91.808,94.346,96.884,98.247,99.169,100.536,101.424,103.101,105.976
1066,1,94.3691,0.03989,82.736,85.612,87.289,88.177,89.545,90.468,91.83,94.369,96.908,98.271,99.193,100.561,101.449,103.126,106.002
1067,1,94.3922,0.0399,82.754,85.631,87.309,88.197,89.566,90.489,91.852,94.392,96.932,98.296,99.219,100.587,101.476,103.154,106.031
1068,1,94.4153,0.0399,82.774,85.652,87.33,88.219,89.587,90.511,91.874,94.415,96.956,98.32,99.243,100.612,101.501,103.179,106.057
1069,1,94.4384,0.03991,82.791,85.67,87.35,88.239,89.608,90.532,91.896,94.438,96.981,98.345,99.269,100.638,101.527,103.206,106.086
1070,1,94.4615,0.03991,82.811,85.691,87.371,88.26,89.63,90.554,91.919,94.462,97.004,98.369,99.293,100.663,101.552,103.232,106.112
1071,1,94.4845,0.03992,82.829,85.71,87.39,88.28,89.651,90.575,91.94,94.485,97.029,98.394,99.318,100.689,101.579,103.259,106.14
1072,1,94.5075,0.03993,82.846,85.729,87.41,88.3,89.671,90.596,91.962,94.508,97.053,98.419,99.344,100.715,101.605,103.286,106.169
1073,1,94.5306,0.03993,82.866,85.75,87.431,88.322,89.693,90.618,91.985,94.531,97.077,98.443,99.368,100.739,101.63,103.312,106.195
1074,1,94.5536,0.03994,82.883,85.768,87.451,88.342,89.714,90.64,92.006,94.554,97.101,98.468,99.393,100.765,101.656,103.339,106.224
1075,1,94.5766,0.03994,82.904,85.789,87.472,88.363,89.736,90.662,92.029,94.577,97.124,98.492,99.418,100.79,101.681,103.364,106.25
1076,1,94.5996,0.03995,82.921,85.808,87.492,88.383,89.756,90.683,92.051,94.6,97.149,98.517,99.443,100.816,101.708,103.391,106.278
1077,1,94.6226,0.03996,82.938,85.826,87.511,88.403,89.777,90.704,92.072,94.623,97.173,98.541,99.468,100.842,101.734,103.419,106.307
1078,1,94.6455,0.03996,82.958,85.847,87.532,88.425,89.799,90.726,92.095,94.646,97.196,98.565,99.492,100.866,101.759,103.444,106.333
1079,1,94.6685,0.03997,82.975,85.866,87.552,88.445,89.819,90.747,92.116,94.669,97.221,98.59,99.518,100.892,101.785,103.471,106.362
1080,1,94.6914,0.03997,82.995,85.887,87.573,88.466,89.841,90.769,92.139,94.691,97.244,98.614,99.542,100.917,101.81,103.496,106.387
1081,1,94.7144,0.03998,83.013,85.905,87.592,88.486,89.862,90.79,92.16,94.714,97.268,98.639,99.567,100.943,101.836,103.524,106.416
1082,1,94.7373,0.03999,83.03,85.924,87.612,88.506,89.882,90.811,92.182,94.737,97.293,98.664,99.593,100.969,101.863,103.551,106.445
1083,1,94.7602,0.03999,83.05,85.945,87.633,88.527,89.904,90.833,92.204,94.76,97.316,98.688,99.617,100.993,101.887,103.576,106.471
1084,1,94.7831,0.04,83.067,85.963,87.652,88.547,89.924,90.854,92.226,94.783,97.34,98.713,99.642,101.019,101.914,103.603,106.499
1085,1,94.806,0.04,83.087,85.984,87.674,88.568,89.946,90.876,92.248,94.806,97.364,98.736,99.666,101.044,101.938,103.628,106.525
1086,1,94.8289,0.04001,83.104,86.002,87.693,88.588,89.967,90.897,92.27,94.829,97.388,98.761,99.691,101.07,101.965,103.655,106.554
1087,1,94.8518,0.04001,83.124,86.023,87.714,88.61,89.988,90.919,92.292,94.852,97.412,98.785,99.715,101.094,101.989,103.68,106.579
1088,1,94.8747,0.04002,83.141,86.042,87.734,88.629,90.009,90.939,92.314,94.875,97.436,98.81,99.741,101.12,102.016,103.708,106.608
1089,1,94.8975,0.04003,83.158,86.06,87.753,88.649,90.029,90.96,92.335,94.898,97.46,98.835,99.766,101.146,102.042,103.735,106.637
1090,1,94.9203,0.04003,83.178,86.081,87.774,88.67,90.051,90.982,92.357,94.92,97.483,98.858,99.79,101.17,102.067,103.76,106.662
1091,1,94.9432,0.04004,83.196,86.1,87.793,88.69,90.071,91.003,92.379,94.943,97.507,98.883,99.815,101.196,102.093,103.787,106.691
1092,1,94.966,0.04004,83.216,86.12,87.814,88.712,90.093,91.025,92.401,94.966,97.531,98.907,99.839,101.22,102.118,103.812,106.716
1093,1,94.9888,0.04005,83.233,86.139,87.834,88.731,90.113,91.046,92.423,94.989,97.555,98.932,99.864,101.246,102.144,103.839,106.745
1094,1,95.0116,0.04005,83.253,86.159,87.855,88.753,90.135,91.068,92.445,95.012,97.578,98.955,99.888,101.271,102.168,103.864,106.771
1095,1,95.0344,0.04006,83.27,86.178,87.874,88.772,90.155,91.089,92.467,95.034,97.602,98.98,99.913,101.296,102.195,103.891,106.799
1096,1,95.0572,0.04007,83.287,86.196,87.893,88.792,90.176,91.109,92.488,95.057,97.626,99.005,99.939,101.322,102.221,103.918,106.828
1097,1,95.0799,0.04007,83.307,86.217,87.914,88.813,90.197,91.131,92.51,95.08,97.65,99.029,99.962,101.347,102.245,103.943,106.853
1098,1,95.1027,0.04008,83.324,86.235,87.934,88.833,90.218,91.152,92.532,95.103,97.674,99.053,99.988,101.372,102.272,103.97,106.882
1099,1,95.1254,0.04008,83.343,86.256,87.955,88.854,90.239,91.174,92.554,95.125,97.697,99.077,100.011,101.397,102.296,103.995,106.907
1100,1,95.1482,0.04009,83.361,86.274,87.974,88.874,90.26,91.195,92.575,95.148,97.721,99.102,100.037,101.422,102.322,104.022,106.936
1101,1,95.1709,0.04009,83.38,86.295,87.995,88.895,90.281,91.216,92.597,95.171,97.744,99.125,100.061,101.447,102.347,104.047,106.961
1102,1,95.1936,0.0401,83.397,86.313,88.014,88.915,90.302,91.237,92.619,95.194,97.768,99.15,100.086,101.472,102.373,104.074,106.99
1103,1,95.2163,0.04011,83.414,86.332,88.033,88.934,90.322,91.258,92.64,95.216,97.792,99.175,100.111,101.498,102.399,104.101,107.018
1104,1,95.239,0.04011,83.434,86.352,88.054,88.956,90.343,91.28,92.662,95.239,97.816,99.198,100.135,101.522,102.424,104.126,107.044
1105,1,95.2617,0.04012,83.451,86.371,88.073,88.975,90.364,91.301,92.684,95.262,97.84,99.223,100.16,101.548,102.45,104.153,107.072
1106,1,95.2844,0.04012,83.471,86.391,88.094,88.996,90.385,91.322,92.706,95.284,97.863,99.246,100.184,101.572,102.474,104.178,107.098
1107,1,95.307,0.04013,83.488,86.409,88.114,89.016,90.405,91.343,92.727,95.307,97.887,99.271,100.209,101.598,102.5,104.205,107.126
1108,1,95.3297,0.04013,83.508,86.43,88.135,89.037,90.427,91.365,92.749,95.33,97.91,99.295,100.232,101.622,102.525,104.229,107.152
1109,1,95.3523,0.04014,83.525,86.448,88.154,89.057,90.447,91.385,92.771,95.352,97.934,99.319,100.257,101.648,102.551,104.256,107.18
1110,1,95.375,0.04015,83.542,86.467,88.173,89.076,90.468,91.406,92.792,95.375,97.958,99.344,100.282,101.674,102.577,104.283,107.208
1111,1,95.3976,0.04015,83.561,86.487,88.194,89.097,90.489,91.428,92.814,95.398,97.981,99.367,100.306,101.698,102.601,104.308,107.234
1112,1,95.4202,0.04016,83.578,86.505,88.213,89.117,90.509,91.449,92.836,95.42,98.005,99.392,100.331,101.723,102.628,104.335,107.262
1113,1,95.4428,0.04016,83.598,86.526,88.234,89.138,90.531,91.47,92.857,95.443,98.028,99.415,100.355,101.747,102.652,104.36,107.288
1114,1,95.4654,0.04017,83.615,86.544,88.253,89.158,90.551,91.491,92.879,95.465,98.052,99.44,100.38,101.773,102.678,104.387,107.316
1115,1,95.488,0.04017,83.635,86.565,88.274,89.179,90.572,91.512,92.901,95.488,98.075,99.464,100.404,101.797,102.702,104.411,107.341
1116,1,95.5105,0.04018,83.651,86.583,88.293,89.198,90.592,91.533,92.922,95.511,98.099,99.488,100.429,101.823,102.728,104.438,107.37
1117,1,95.5331,0.04019,83.668,86.601,88.312,89.218,90.613,91.554,92.943,95.533,98.123,99.512,100.454,101.848,102.754,104.465,107.398
1118,1,95.5556,0.04019,83.688,86.622,88.333,89.239,90.634,91.575,92.965,95.556,98.146,99.536,100.477,101.872,102.779,104.49,107.423
1119,1,95.5782,0.0402,83.705,86.64,88.352,89.258,90.654,91.596,92.987,95.578,98.17,99.56,100.502,101.898,102.805,104.517,107.452
1120,1,95.6007,0.0402,83.724,86.66,88.373,89.279,90.676,91.618,93.009,95.601,98.193,99.584,100.526,101.922,102.829,104.541,107.477
1121,1,95.6232,0.04021,83.741,86.678,88.392,89.299,90.696,91.638,93.03,95.623,98.217,99.608,100.551,101.948,102.855,104.568,107.505
1122,1,95.6457,0.04021,83.761,86.699,88.412,89.32,90.717,91.66,93.052,95.646,98.24,99.632,100.574,101.972,102.879,104.593,107.53
1123,1,95.6682,0.04022,83.778,86.717,88.431,89.339,90.737,91.68,93.073,95.668,98.263,99.656,100.599,101.997,102.905,104.619,107.559
1124,1,95.6907,0.04023,83.794,86.735,88.45,89.359,90.757,91.701,93.094,95.691,98.287,99.681,100.624,102.023,102.931,104.646,107.587
1125,1,95.7132,0.04023,83.814,86.755,88.471,89.38,90.779,91.722,93.116,95.713,98.31,99.704,100.648,102.047,102.955,104.671,107.612
1126,1,95.7356,0.04024,83.831,86.774,88.49,89.399,90.799,91.743,93.137,95.736,98.334,99.728,100.673,102.072,102.981,104.698,107.64
1127,1,95.7581,0.04024,83.85,86.794,88.511,89.42,90.82,91.764,93.159,95.758,98.357,99.752,100.696,102.096,103.005,104.722,107.666
1128,1,95.7805,0.04025,83.867,86.812,88.53,89.439,90.84,91.785,93.18,95.781,98.381,99.776,100.721,102.122,103.031,104.749,107.694
1129,1,95.803,0.04025,83.887,86.832,88.551,89.46,90.861,91.806,93.202,95.803,98.404,99.8,100.745,102.146,103.055,104.774,107.719
1130,1,95.8254,0.04026,83.903,86.851,88.569,89.48,90.881,91.827,93.223,95.825,98.428,99.824,100.77,102.171,103.081,104.8,107.747
1131,1,95.8478,0.04026,83.923,86.871,88.59,89.501,90.903,91.848,93.245,95.848,98.451,99.847,100.793,102.195,103.105,104.825,107.772
1132,1,95.8702,0.04027,83.94,86.889,88.609,89.52,90.923,91.869,93.266,95.87,98.474,99.872,100.818,102.22,103.131,104.852,107.801
1133,1,95.8926,0.04028,83.956,86.907,88.628,89.539,90.943,91.889,93.287,95.893,98.498,99.896,100.843,102.246,103.157,104.878,107.829
1134,1,95.915,0.04028,83.976,86.927,88.649,89.56,90.964,91.911,93.309,95.915,98.521,99.919,100.866,102.27,103.181,104.903,107.854
1135,1,95.9374,0.04029,83.993,86.945,88.668,89.58,90.984,91.931,93.33,95.937,98.545,99.944,100.891,102.295,103.207,104.929,107.882
1136,1,95.9597,0.04029,84.012,86.966,88.688,89.6,91.005,91.953,93.352,95.96,98.567,99.967,100.914,102.319,103.231,104.954,107.907
1137,1,95.9821,0.0403,84.029,86.984,88.707,89.62,91.025,91.973,93.373,95.982,98.591,99.991,100.939,102.345,103.257,104.981,107.935
1138,1,96.0044,0.0403,84.048,87.004,88.728,89.64,91.046,91.994,93.395,96.004,98.614,100.014,100.963,102.368,103.281,105.005,107.96
1139,1,96.0268,0.04031,84.065,87.022,88.747,89.66,91.066,92.015,93.416,96.027,98.638,100.039,100.987,102.394,103.307,105.032,107.989
1140,1,96.0491,0.04032,84.082,87.04,88.765,89.679,91.086,92.035,93.437,96.049,98.661,100.063,101.012,102.419,103.333,105.058,108.017
1141,1,96.0714,0.04032,84.101,87.06,88.786,89.7,91.107,92.057,93.459,96.071,98.684,100.086,101.036,102.443,103.357,105.083,108.042
1142,1,96.0937,0.04033,84.118,87.078,88.805,89.719,91.127,92.077,93.48,96.094,98.708,100.11,101.06,102.468,103.383,105.109,108.07
1143,1,96.116,0.04033,84.137,87.098,88.825,89.74,91.148,92.098,93.501,96.116,98.731,100.134,101.084,102.492,103.407,105.134,108.095
1144,1,96.1383,0.04034,84.154,87.116,88.844,89.759,91.168,92.119,93.522,96.138,98.754,100.158,101.108,102.517,103.432,105.16,108.123
1145,1,96.1606,0.04034,84.173,87.136,88.865,89.78,91.189,92.14,93.544,96.161,98.777,100.181,101.132,102.541,103.456,105.185,108.148
1146,1,96.1828,0.04035,84.19,87.154,88.883,89.799,91.209,92.16,93.565,96.183,98.8,100.205,101.156,102.566,103.482,105.211,108.176
1147,1,96.2051,0.04035,84.209,87.175,88.904,89.82,91.23,92.182,93.587,96.205,98.823,100.228,101.18,102.59,103.506,105.236,108.201
1148,1,96.2273,0.04036,84.226,87.192,88.923,89.839,91.25,92.202,93.608,96.227,98.847,100.253,101.205,102.615,103.532,105.262,108.229
1149,1,96.2495,0.04036,84.245,87.212,88.943,89.86,91.271,92.223,93.629,96.25,98.87,100.276,101.228,102.639,103.556,105.287,108.254
1150,1,96.2718,0.04037,84.262,87.23,88.962,89.879,91.291,92.244,93.65,96.272,98.893,100.3,101.253,102.665,103.581,105.313,108.282
1151,1,96.294,0.04038,84.278,87.248,88.981,89.898,91.311,92.264,93.671,96.294,98.917,100.324,101.277,102.69,103.607,105.34,108.31
1152,1,96.3162,0.04038,84.298,87.268,89.001,89.919,91.332,92.285,93.693,96.316,98.939,100.347,101.3,102.713,103.631,105.364,108.335
1153,1,96.3384,0.04039,84.314,87.286,89.02,89.938,91.352,92.306,93.714,96.338,98.963,100.371,101.325,102.739,103.657,105.39,108.363
1154,1,96.3606,0.04039,84.333,87.306,89.041,89.959,91.373,92.327,93.735,96.361,98.986,100.394,101.348,102.762,103.681,105.415,108.388
1155,1,96.3827,0.0404,84.35,87.324,89.059,89.978,91.393,92.347,93.756,96.383,99.009,100.418,101.373,102.788,103.706,105.441,108.416
1156,1,96.4049,0.0404,84.369,87.344,89.08,89.999,91.414,92.368,93.778,96.405,99.032,100.442,101.396,102.811,103.73,105.465,108.441
1157,1,96.427,0.04041,84.386,87.362,89.098,90.018,91.433,92.388,93.799,96.427,99.055,100.466,101.421,102.836,103.756,105.492,108.468
1158,1,96.4492,0.04041,84.405,87.382,89.119,90.038,91.454,92.41,93.82,96.449,99.078,100.489,101.444,102.86,103.78,105.516,108.493
1159,1,96.4713,0.04042,84.421,87.4,89.137,90.057,91.474,92.43,93.841,96.471,99.101,100.513,101.469,102.885,103.805,105.543,108.521
1160,1,96.4934,0.04043,84.438,87.418,89.156,90.076,91.494,92.45,93.862,96.493,99.125,100.537,101.493,102.91,103.831,105.569,108.549
1161,1,96.5156,0.04043,84.457,87.438,89.177,90.097,91.515,92.471,93.884,96.516,99.148,100.56,101.516,102.934,103.855,105.593,108.574
1162,1,96.5377,0.04044,84.473,87.456,89.195,90.116,91.535,92.491,93.905,96.538,99.171,100.584,101.541,102.959,103.88,105.62,108.602
1163,1,96.5598,0.04044,84.493,87.476,89.216,90.137,91.555,92.513,93.926,96.56,99.194,100.607,101.564,102.983,103.904,105.644,108.627
1164,1,96.5818,0.04045,84.509,87.493,89.234,90.156,91.575,92.533,93.947,96.582,99.217,100.631,101.588,103.008,103.93,105.67,108.655
1165,1,96.6039,0.04045,84.528,87.513,89.254,90.176,91.596,92.554,93.968,96.604,99.24,100.654,101.612,103.031,103.953,105.694,108.679
1166,1,96.626,0.04046,84.545,87.531,89.273,90.195,91.616,92.574,93.989,96.626,99.263,100.678,101.636,103.057,103.979,105.721,108.707
1167,1,96.648,0.04046,84.564,87.551,89.293,90.216,91.637,92.595,94.01,96.648,99.286,100.701,101.659,103.08,104.003,105.745,108.732
1168,1,96.6701,0.04047,84.58,87.569,89.312,90.235,91.656,92.615,94.031,96.67,99.309,100.725,101.684,103.105,104.028,105.771,108.76
1169,1,96.6921,0.04047,84.6,87.589,89.332,90.256,91.677,92.636,94.053,96.692,99.331,100.748,101.707,103.129,104.052,105.795,108.785
1170,1,96.7141,0.04048,84.616,87.606,89.351,90.275,91.697,92.656,94.073,96.714,99.355,100.772,101.731,103.154,104.077,105.822,108.812
1171,1,96.7362,0.04049,84.632,87.624,89.369,90.294,91.717,92.677,94.094,96.736,99.378,100.796,101.756,103.179,104.103,105.848,108.84
1172,1,96.7582,0.04049,84.651,87.644,89.39,90.314,91.737,92.698,94.116,96.758,99.401,100.819,101.779,103.202,104.127,105.872,108.865
1173,1,96.7802,0.0405,84.668,87.662,89.408,90.333,91.757,92.718,94.136,96.78,99.424,100.843,101.803,103.227,104.152,105.899,108.893
1174,1,96.8021,0.0405,84.687,87.682,89.428,90.353,91.778,92.739,94.158,96.802,99.446,100.865,101.826,103.251,104.176,105.923,108.917
1175,1,96.8241,0.04051,84.703,87.699,89.447,90.372,91.797,92.759,94.179,96.824,99.47,100.889,101.851,103.276,104.201,105.949,108.945
1176,1,96.8461,0.04051,84.722,87.719,89.467,90.393,91.818,92.78,94.2,96.846,99.492,100.912,101.874,103.299,104.225,105.973,108.97
1177,1,96.868,0.04052,84.739,87.737,89.486,90.412,91.838,92.8,94.221,96.868,99.515,100.936,101.898,103.324,104.25,105.999,108.997
1178,1,96.89,0.04052,84.758,87.757,89.506,90.432,91.859,92.821,94.242,96.89,99.538,100.959,101.921,103.348,104.274,106.023,109.022
1179,1,96.9119,0.04053,84.774,87.774,89.524,90.451,91.878,92.841,94.263,96.912,99.561,100.983,101.946,103.373,104.299,106.049,109.05
1180,1,96.9339,0.04053,84.793,87.794,89.545,90.472,91.899,92.862,94.284,96.934,99.584,101.006,101.969,103.396,104.323,106.073,109.075
1181,1,96.9558,0.04054,84.809,87.812,89.563,90.491,91.919,92.882,94.305,96.956,99.607,101.03,101.993,103.421,104.348,106.1,109.102
1182,1,96.9777,0.04054,84.829,87.832,89.583,90.511,91.939,92.903,94.326,96.978,99.629,101.052,102.016,103.444,104.372,106.124,109.127
1183,1,96.9996,0.04055,84.845,87.849,89.602,90.53,91.959,92.923,94.347,97,99.653,101.076,102.04,103.469,104.397,106.15,109.155
1184,1,97.0215,0.04056,84.861,87.867,89.62,90.549,91.978,92.943,94.367,97.022,99.676,101.1,102.065,103.494,104.423,106.176,109.182
1185,1,97.0434,0.04056,84.88,87.887,89.64,90.569,91.999,92.964,94.389,97.043,99.698,101.123,102.088,103.518,104.446,106.2,109.207
1186,1,97.0652,0.04057,84.896,87.904,89.659,90.588,92.019,92.984,94.409,97.065,99.721,101.147,102.112,103.543,104.472,106.226,109.234
1187,1,97.0871,0.04057,84.915,87.924,89.679,90.608,92.039,93.005,94.43,97.087,99.744,101.169,102.135,103.566,104.495,106.25,109.259
1188,1,97.1089,0.04058,84.931,87.942,89.697,90.627,92.059,93.025,94.451,97.109,99.767,101.193,102.159,103.591,104.521,106.276,109.287
1189,1,97.1308,0.04058,84.95,87.961,89.718,90.647,92.079,93.046,94.472,97.131,99.789,101.216,102.182,103.614,104.544,106.3,109.311
1190,1,97.1526,0.04059,84.967,87.979,89.736,90.666,92.099,93.066,94.493,97.153,99.812,101.24,102.206,103.639,104.569,106.326,109.339
1191,1,97.1744,0.04059,84.986,87.999,89.756,90.687,92.12,93.086,94.514,97.174,99.835,101.262,102.229,103.662,104.593,106.35,109.363
1192,1,97.1963,0.0406,85.002,88.016,89.774,90.705,92.139,93.106,94.535,97.196,99.858,101.286,102.254,103.687,104.618,106.376,109.391
1193,1,97.2181,0.0406,85.021,88.036,89.795,90.726,92.16,93.127,94.556,97.218,99.88,101.309,102.276,103.71,104.642,106.4,109.415
1194,1,97.2399,0.04061,85.037,88.053,89.813,90.745,92.179,93.147,94.576,97.24,99.903,101.333,102.301,103.735,104.667,106.426,109.443
1195,1,97.2616,0.04061,85.056,88.073,89.833,90.765,92.2,93.168,94.598,97.262,99.926,101.355,102.323,103.758,104.69,106.45,109.467
1196,1,97.2834,0.04062,85.072,88.09,89.851,90.784,92.219,93.188,94.618,97.283,99.949,101.379,102.348,103.783,104.716,106.476,109.495
1197,1,97.3052,0.04063,85.088,88.108,89.869,90.802,92.239,93.208,94.639,97.305,99.972,101.403,102.372,103.808,104.741,106.502,109.522
1198,1,97.3269,0.04063,85.107,88.128,89.89,90.823,92.259,93.228,94.66,97.327,99.994,101.425,102.395,103.831,104.764,106.526,109.547
1199,1,97.3487,0.04064,85.123,88.145,89.908,90.841,92.279,93.248,94.68,97.349,100.017,101.449,102.419,103.856,104.79,106.552,109.574
1200,1,97.3704,0.04064,85.142,88.165,89.928,90.861,92.299,93.269,94.701,97.37,100.039,101.472,102.442,103.879,104.813,106.576,109.599
1201,1,97.3922,0.04065,85.158,88.182,89.946,90.88,92.319,93.289,94.722,97.392,100.063,101.495,102.466,103.904,104.838,106.602,109.626
1202,1,97.4139,0.04065,85.177,88.202,89.966,90.9,92.339,93.31,94.743,97.414,100.085,101.518,102.489,103.927,104.862,106.626,109.651
1203,1,97.4356,0.04066,85.193,88.219,89.984,90.919,92.358,93.33,94.763,97.436,100.108,101.542,102.513,103.952,104.887,106.652,109.678
1204,1,97.4573,0.04066,85.212,88.239,90.004,90.939,92.379,93.35,94.785,97.457,100.13,101.564,102.536,103.975,104.91,106.676,109.703
1205,1,97.479,0.04067,85.228,88.256,90.023,90.958,92.398,93.37,94.805,97.479,100.153,101.588,102.56,104,104.935,106.702,109.73
1206,1,97.5007,0.04067,85.247,88.276,90.043,90.978,92.419,93.391,94.826,97.501,100.175,101.611,102.583,104.023,104.959,106.725,109.755
1207,1,97.5223,0.04068,85.263,88.293,90.061,90.997,92.438,93.411,94.846,97.522,100.198,101.634,102.606,104.048,104.984,106.751,109.782
1208,1,97.544,0.04068,85.282,88.313,90.081,91.017,92.459,93.431,94.868,97.544,100.22,101.657,102.629,104.071,105.007,106.775,109.806
1209,1,97.5657,0.04069,85.298,88.33,90.099,91.036,92.478,93.451,94.888,97.566,100.243,101.68,102.653,104.096,105.032,106.801,109.834
1210,1,97.5873,0.04069,85.317,88.35,90.119,91.056,92.498,93.472,94.909,97.587,100.266,101.703,102.676,104.119,105.056,106.825,109.858
1211,1,97.6089,0.0407,85.332,88.367,90.137,91.074,92.518,93.491,94.929,97.609,100.288,101.726,102.7,104.143,105.081,106.851,109.885
1212,1,97.6306,0.0407,85.351,88.387,90.157,91.095,92.538,93.512,94.95,97.631,100.311,101.749,102.723,104.167,105.104,106.874,109.91
1213,1,97.6522,0.04071,85.367,88.404,90.175,91.113,92.557,93.532,94.971,97.652,100.334,101.772,102.747,104.191,105.129,106.9,109.937
1214,1,97.6738,0.04072,85.383,88.421,90.193,91.132,92.577,93.552,94.991,97.674,100.356,101.796,102.771,104.216,105.154,106.926,109.965
1215,1,97.6954,0.04072,85.402,88.441,90.213,91.152,92.597,93.572,95.012,97.695,100.379,101.818,102.794,104.239,105.177,106.95,109.989
1216,1,97.717,0.04073,85.418,88.458,90.231,91.17,92.616,93.592,95.033,97.717,100.401,101.842,102.818,104.264,105.203,106.976,110.016
1217,1,97.7385,0.04073,85.437,88.478,90.251,91.191,92.637,93.613,95.053,97.739,100.424,101.864,102.84,104.286,105.226,106.999,110.04
1218,1,97.7601,0.04074,85.452,88.495,90.269,91.209,92.656,93.632,95.074,97.76,100.446,101.888,102.864,104.311,105.251,107.025,110.068
1219,1,97.7817,0.04074,85.471,88.514,90.289,91.229,92.676,93.653,95.095,97.782,100.469,101.91,102.887,104.334,105.274,107.049,110.092
1220,1,97.8032,0.04075,85.487,88.532,90.307,91.248,92.696,93.673,95.115,97.803,100.491,101.934,102.911,104.359,105.299,107.075,110.119
1221,1,97.8248,0.04075,85.506,88.551,90.327,91.268,92.716,93.693,95.136,97.825,100.514,101.956,102.934,104.382,105.322,107.098,110.144
1222,1,97.8463,0.04076,85.522,88.568,90.345,91.286,92.735,93.713,95.156,97.846,100.536,101.98,102.957,104.406,105.347,107.124,110.171
1223,1,97.8678,0.04076,85.541,88.588,90.365,91.306,92.756,93.733,95.177,97.868,100.558,102.002,102.98,104.429,105.37,107.148,110.195
