Age,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
1461,-0.1131,16.3489,0.12759,11.116,12.21,12.902,13.286,13.904,14.338,15.007,16.349,17.826,18.679,19.283,20.218,20.852,22.111,24.471
1462,-0.1132,16.3544,0.12761,11.12,12.213,12.906,13.291,13.908,14.342,15.012,16.354,17.832,18.686,19.29,20.225,20.86,22.12,24.481
1463,-0.1133,16.3598,0.12763,11.123,12.217,12.91,13.295,13.912,14.347,15.017,16.36,17.838,18.692,19.297,20.233,20.868,22.128,24.491
1464,-0.1134,16.3653,0.12765,11.126,12.22,12.914,13.299,13.916,14.351,15.021,16.365,17.844,18.699,19.304,20.24,20.875,22.137,24.501
1465,-0.1136,16.3708,0.12767,11.129,12.224,12.918,13.303,13.921,14.356,15.026,16.371,17.851,18.706,19.311,20.248,20.883,22.145,24.512
1466,-0.1137,16.3762,0.12769,11.132,12.227,12.921,13.307,13.925,14.36,15.031,16.376,17.857,18.712,19.318,20.255,20.891,22.154,24.521
1467,-0.1138,16.3817,0.12771,11.135,12.231,12.925,13.311,13.929,14.365,15.036,16.382,17.863,18.719,19.325,20.263,20.899,22.162,24.531
1468,-0.1139,16.3871,0.12773,11.138,12.235,12.929,13.315,13.934,14.369,15.041,16.387,17.869,18.726,19.331,20.27,20.907,22.171,24.541
1469,-0.114,16.3926,0.12775,11.142,12.238,12.933,13.319,13.938,14.374,15.046,16.393,17.875,18.732,19.338,20.278,20.915,22.18,24.551
1470,-0.1141,16.3981,0.12777,11.145,12.242,12.937,13.323,13.942,14.378,15.05,16.398,17.882,18.739,19.345,20.285,20.923,22.188,24.561
1471,-0.1142,16.4035,0.12779,11.148,12.245,12.941,13.327,13.947,14.383,15.055,16.404,17.888,18.745,19.352,20.293,20.93,22.197,24.571
1472,-0.1143,16.409,0.12781,11.151,12.249,12.945,13.331,13.951,14.387,15.06,16.409,17.894,18.752,19.359,20.3,20.938,22.205,24.581
1473,-0.1144,16.4144,0.12783,11.154,12.252,12.949,13.335,13.955,14.392,15.065,16.414,17.9,18.759,19.366,20.308,20.946,22.214,24.591
1474,-0.1146,16.4199,0.12785,11.157,12.256,12.952,13.339,13.96,14.396,15.07,16.42,17.906,18.765,19.373,20.315,20.954,22.222,24.601
1475,-0.1147,16.4253,0.12787,11.16,12.26,12.956,13.343,13.964,14.401,15.074,16.425,17.913,18.772,19.38,20.323,20.962,22.231,24.611
1476,-0.1148,16.4308,0.12789,11.164,12.263,12.96,13.347,13.968,14.405,15.079,16.431,17.919,18.779,19.387,20.33,20.97,22.24,24.621
1477,-0.1149,16.4363,0.12791,11.167,12.267,12.964,13.351,13.973,14.41,15.084,16.436,17.925,18.785,19.394,20.338,20.978,22.248,24.631
1478,-0.115,16.4417,0.12793,11.17,12.27,12.968,13.355,13.977,14.414,15.089,16.442,17.931,18.792,19.401,20.345,20.985,22.257,24.641
1479,-0.1151,16.4472,0.12795,11.173,12.274,12.972,13.359,13.981,14.419,15.094,16.447,17.937,18.799,19.408,20.353,20.993,22.265,24.651
1480,-0.1152,16.4526,0.12797,11.176,12.278,12.976,13.363,13.985,14.423,15.098,16.453,17.944,18.805,19.415,20.36,21.001,22.274,24.661
1481,-0.1153,16.4581,0.12799,11.179,12.281,12.98,13.367,13.99,14.428,15.103,16.458,17.95,18.812,19.422,20.367,21.009,22.282,24.671
1482,-0.1154,16.4635,0.12801,11.182,12.285,12.983,13.371,13.994,14.432,15.108,16.464,17.956,18.819,19.429,20.375,21.017,22.291,24.681
1483,-0.1155,16.469,0.12803,11.185,12.288,12.987,13.375,13.998,14.437,15.113,16.469,17.962,18.825,19.436,20.382,21.025,22.3,24.691
1484,-0.1156,16.4745,0.12804,11.189,12.292,12.991,13.38,14.003,14.442,15.118,16.475,17.968,18.832,19.443,20.39,21.032,22.308,24.7
1485,-0.1158,16.4799,0.12806,11.192,12.296,12.995,13.384,14.007,14.446,15.123,16.48,17.974,18.838,19.45,20.397,21.04,22.316,24.711
1486,-0.1159,16.4854,0.12808,11.195,12.299,12.999,13.388,14.011,14.451,15.128,16.485,17.981,18.845,19.457,20.405,21.048,22.325,24.721
1487,-0.116,16.4908,0.1281,11.198,12.303,13.003,13.392,14.016,14.455,15.132,16.491,17.987,18.852,19.464,20.412,21.056,22.333,24.731
1488,-0.1161,16.4963,0.12812,11.201,12.306,13.007,13.396,14.02,14.46,15.137,16.496,17.993,18.858,19.471,20.42,21.063,22.342,24.741
1489,-0.1162,16.5017,0.12814,11.205,12.31,13.011,13.4,14.024,14.464,15.142,16.502,17.999,18.865,19.478,20.427,21.071,22.35,24.75
1490,-0.1163,16.5072,0.12816,11.208,12.314,13.015,13.404,14.029,14.469,15.147,16.507,18.005,18.872,19.485,20.435,21.079,22.359,24.761
1491,-0.1164,16.5126,0.12818,11.211,12.317,13.018,13.408,14.033,14.473,15.152,16.513,18.012,18.878,19.492,20.442,21.087,22.368,24.77
1492,-0.1165,16.5181,0.1282,11.214,12.321,13.022,13.412,14.037,14.478,15.156,16.518,18.018,18.885,19.499,20.45,21.095,22.376,24.781
1493,-0.1166,16.5236,0.12822,11.217,12.324,13.026,13.416,14.042,14.482,15.161,16.524,18.024,18.892,19.506,20.457,21.103,22.385,24.791
1494,-0.1167,16.529,0.12824,11.22,12.328,13.03,13.42,14.046,14.487,15.166,16.529,18.03,18.898,19.513,20.465,21.11,22.393,24.801
1495,-0.1168,16.5345,0.12826,11.223,12.331,13.034,13.424,14.05,14.491,15.171,16.535,18.037,18.905,19.52,20.472,21.118,22.402,24.811
1496,-0.117,16.5399,0.12828,11.227,12.335,13.038,13.428,14.054,14.496,15.176,16.54,18.043,18.912,19.527,20.48,21.126,22.411,24.821
1497,-0.1171,16.5454,0.1283,11.23,12.339,13.042,13.432,14.059,14.5,15.18,16.545,18.049,18.918,19.534,20.487,21.134,22.419,24.831
1498,-0.1172,16.5508,0.12832,11.233,12.342,13.045,13.436,14.063,14.505,15.185,16.551,18.055,18.925,19.54,20.494,21.142,22.428,24.841
1499,-0.1173,16.5563,0.12834,11.236,12.346,13.049,13.44,14.067,14.509,15.19,16.556,18.061,18.932,19.548,20.502,21.15,22.436,24.851
1500,-0.1174,16.5618,0.12836,11.239,12.349,13.053,13.444,14.072,14.514,15.195,16.562,18.068,18.938,19.555,20.51,21.158,22.445,24.861
1501,-0.1175,16.5672,0.12838,11.242,12.353,13.057,13.448,14.076,14.518,15.2,16.567,18.074,18.945,19.561,20.517,21.166,22.454,24.871
1502,-0.1176,16.5727,0.1284,11.245,12.356,13.061,13.452,14.08,14.523,15.204,16.573,18.08,18.952,19.568,20.525,21.173,22.462,24.881
1503,-0.1177,16.5781,0.12842,11.248,12.36,13.065,13.456,14.085,14.527,15.209,16.578,18.086,18.958,19.575,20.532,21.181,22.471,24.891
1504,-0.1178,16.5836,0.12844,11.252,12.364,13.069,13.46,14.089,14.532,15.214,16.584,18.092,18.965,19.582,20.54,21.189,22.479,24.901
1505,-0.1179,16.589,0.12846,11.255,12.367,13.072,13.464,14.093,14.536,15.219,16.589,18.099,18.971,19.589,20.547,21.197,22.488,24.911
1506,-0.118,16.5945,0.12848,11.258,12.371,13.076,13.468,14.097,14.541,15.224,16.595,18.105,18.978,19.596,20.555,21.205,22.496,24.921
1507,-0.1182,16.5999,0.1285,11.261,12.374,13.08,13.472,14.102,14.545,15.228,16.6,18.111,18.985,19.603,20.562,21.213,22.505,24.931
1508,-0.1183,16.6054,0.12852,11.264,12.378,13.084,13.476,14.106,14.55,15.233,16.605,18.117,18.991,19.61,20.57,21.221,22.514,24.941
1509,-0.1184,16.6109,0.12854,11.267,12.381,13.088,13.48,14.11,14.554,15.238,16.611,18.123,18.998,19.617,20.577,21.228,22.522,24.951
1510,-0.1185,16.6163,0.12856,11.27,12.385,13.092,13.484,14.115,14.559,15.243,16.616,18.13,19.005,19.624,20.585,21.236,22.531,24.961
1511,-0.1186,16.6218,0.12858,11.273,12.389,13.096,13.488,14.119,14.563,15.248,16.622,18.136,19.011,19.631,20.592,21.244,22.54,24.971
1512,-0.1187,16.6272,0.1286,11.277,12.392,13.1,13.492,14.123,14.568,15.253,16.627,18.142,19.018,19.638,20.6,21.252,22.548,24.981
1513,-0.1188,16.6327,0.12863,11.279,12.395,13.103,13.496,14.127,14.572,15.257,16.633,18.148,19.025,19.646,20.607,21.26,22.557,24.992
1514,-0.1189,16.6381,0.12865,11.282,12.399,13.107,13.5,14.132,14.576,15.262,16.638,18.155,19.032,19.652,20.615,21.268,22.566,25.002
1515,-0.119,16.6436,0.12867,11.286,12.403,13.111,13.504,14.136,14.581,15.267,16.644,18.161,19.038,19.66,20.622,21.276,22.574,25.012
1516,-0.1191,16.649,0.12869,11.289,12.406,13.115,13.508,14.14,14.585,15.272,16.649,18.167,19.045,19.666,20.63,21.284,22.583,25.022
1517,-0.1192,16.6545,0.12871,11.292,12.41,13.119,13.512,14.145,14.59,15.276,16.655,18.173,19.052,19.673,20.637,21.292,22.592,25.032
1518,-0.1193,16.6599,0.12873,11.295,12.413,13.122,13.516,14.149,14.594,15.281,16.66,18.179,19.058,19.68,20.645,21.3,22.6,25.042
1519,-0.1195,16.6654,0.12875,11.298,12.417,13.126,13.52,14.153,14.599,15.286,16.665,18.186,19.065,19.687,20.652,21.308,22.609,25.052
1520,-0.1196,16.6709,0.12877,11.301,12.42,13.13,13.524,14.158,14.603,15.291,16.671,18.192,19.072,19.695,20.66,21.315,22.618,25.063
1521,-0.1197,16.6763,0.12879,11.304,12.424,13.134,13.528,14.162,14.608,15.296,16.676,18.198,19.078,19.701,20.667,21.323,22.626,25.073
1522,-0.1198,16.6818,0.12881,11.307,12.428,13.138,13.532,14.166,14.612,15.301,16.682,18.204,19.085,19.708,20.675,21.331,22.635,25.083
1523,-0.1199,16.6872,0.12883,11.311,12.431,13.142,13.536,14.17,14.617,15.305,16.687,18.21,19.092,19.715,20.682,21.339,22.643,25.093
1524,-0.12,16.6927,0.12885,11.314,12.435,13.146,13.54,14.175,14.621,15.31,16.693,18.217,19.098,19.722,20.69,21.347,22.652,25.103
1525,-0.1201,16.6981,0.12887,11.317,12.438,13.149,13.544,14.179,14.626,15.315,16.698,18.223,19.105,19.729,20.697,21.355,22.66,25.113
1526,-0.1202,16.7036,0.12889,11.32,12.442,13.153,13.548,14.183,14.63,15.32,16.704,18.229,19.112,19.736,20.705,21.363,22.669,25.123
1527,-0.1203,16.709,0.12891,11.323,12.445,13.157,13.552,14.188,14.635,15.324,16.709,18.235,19.118,19.743,20.712,21.37,22.678,25.133
1528,-0.1204,16.7145,0.12893,11.326,12.449,13.161,13.557,14.192,14.639,15.329,16.715,18.241,19.125,19.75,20.72,21.378,22.686,25.143
1529,-0.1205,16.72,0.12895,11.329,12.452,13.165,13.561,14.196,14.644,15.334,16.72,18.248,19.132,19.757,20.728,21.386,22.695,25.153
1530,-0.1206,16.7254,0.12897,11.332,12.456,13.169,13.565,14.2,14.648,15.339,16.725,18.254,19.138,19.764,20.735,21.394,22.704,25.163
1531,-0.1207,16.7309,0.12899,11.336,12.46,13.173,13.569,14.205,14.653,15.344,16.731,18.26,19.145,19.771,20.743,21.402,22.712,25.173
1532,-0.1208,16.7363,0.12901,11.339,12.463,13.176,13.573,14.209,14.657,15.349,16.736,18.266,19.152,19.778,20.75,21.41,22.721,25.183
1533,-0.121,16.7418,0.12903,11.342,12.467,13.18,13.577,14.213,14.662,15.353,16.742,18.273,19.158,19.785,20.758,21.418,22.73,25.193
1534,-0.1211,16.7472,0.12905,11.345,12.47,13.184,13.581,14.218,14.666,15.358,16.747,18.279,19.165,19.792,20.765,21.426,22.738,25.203
1535,-0.1212,16.7527,0.12907,11.348,12.474,13.188,13.585,14.222,14.671,15.363,16.753,18.285,19.172,19.799,20.773,21.434,22.747,25.213
1536,-0.1213,16.7581,0.12909,11.351,12.477,13.192,13.589,14.226,14.675,15.368,16.758,18.291,19.178,19.806,20.78,21.441,22.755,25.223
1537,-0.1214,16.7636,0.12911,11.354,12.481,13.196,13.593,14.231,14.68,15.373,16.764,18.297,19.185,19.813,20.788,21.449,22.764,25.234
1538,-0.1215,16.769,0.12913,11.357,12.484,13.2,13.597,14.235,14.684,15.377,16.769,18.304,19.191,19.82,20.795,21.457,22.772,25.244
1539,-0.1216,16.7745,0.12915,11.36,12.488,13.203,13.601,14.239,14.689,15.382,16.775,18.31,19.198,19.827,20.803,21.465,22.781,25.254
1540,-0.1217,16.78,0.12917,11.364,12.492,13.207,13.605,14.243,14.693,15.387,16.78,18.316,19.205,19.834,20.81,21.473,22.79,25.264
1541,-0.1218,16.7854,0.12919,11.367,12.495,13.211,13.609,14.248,14.698,15.392,16.785,18.322,19.212,19.841,20.818,21.481,22.798,25.274
1542,-0.1219,16.7909,0.12921,11.37,12.499,13.215,13.613,14.252,14.702,15.397,16.791,18.328,19.218,19.848,20.825,21.489,22.807,25.284
1543,-0.122,16.7963,0.12923,11.373,12.502,13.219,13.617,14.256,14.707,15.401,16.796,18.335,19.225,19.855,20.833,21.496,22.816,25.294
1544,-0.1221,16.8018,0.12925,11.376,12.506,13.223,13.621,14.261,14.711,15.406,16.802,18.341,19.232,19.862,20.84,21.504,22.824,25.304
1545,-0.1222,16.8072,0.12928,11.379,12.509,13.226,13.625,14.265,14.716,15.411,16.807,18.347,19.238,19.87,20.848,21.513,22.833,25.315
1546,-0.1223,16.8127,0.1293,11.382,12.513,13.23,13.629,14.269,14.72,15.416,16.813,18.353,19.245,19.877,20.856,21.521,22.842,25.325
1547,-0.1225,16.8181,0.12932,11.385,12.516,13.234,13.633,14.273,14.724,15.42,16.818,18.36,19.252,19.884,20.863,21.528,22.851,25.335
1548,-0.1226,16.8236,0.12934,11.388,12.52,13.238,13.637,14.278,14.729,15.425,16.824,18.366,19.258,19.891,20.871,21.536,22.859,25.345
1549,-0.1227,16.829,0.12936,11.391,12.523,13.242,13.641,14.282,14.733,15.43,16.829,18.372,19.265,19.898,20.878,21.544,22.868,25.355
1550,-0.1228,16.8345,0.12938,11.394,12.527,13.246,13.645,14.286,14.738,15.435,16.835,18.378,19.272,19.905,20.886,21.552,22.877,25.366
1551,-0.1229,16.84,0.1294,11.398,12.53,13.249,13.649,14.29,14.743,15.44,16.84,18.384,19.278,19.912,20.893,21.56,22.885,25.376
1552,-0.123,16.8454,0.12942,11.401,12.534,13.253,13.653,14.295,14.747,15.444,16.845,18.391,19.285,19.919,20.901,21.568,22.894,25.386
1553,-0.1231,16.8509,0.12944,11.404,12.538,13.257,13.657,14.299,14.751,15.449,16.851,18.397,19.292,19.926,20.908,21.576,22.903,25.396
1554,-0.1232,16.8563,0.12946,11.407,12.541,13.261,13.661,14.303,14.756,15.454,16.856,18.403,19.298,19.933,20.916,21.584,22.911,25.406
1555,-0.1233,16.8618,0.12948,11.41,12.545,13.265,13.665,14.308,14.76,15.459,16.862,18.409,19.305,19.94,20.923,21.592,22.92,25.416
1556,-0.1234,16.8672,0.1295,11.413,12.548,13.269,13.669,14.312,14.765,15.464,16.867,18.415,19.312,19.947,20.931,21.599,22.928,25.426
1557,-0.1235,16.8727,0.12952,11.416,12.552,13.272,13.673,14.316,14.769,15.468,16.873,18.422,19.318,19.954,20.939,21.607,22.937,25.436
1558,-0.1236,16.8781,0.12954,11.419,12.555,13.276,13.677,14.32,14.774,15.473,16.878,18.428,19.325,19.961,20.946,21.615,22.946,25.446
1559,-0.1237,16.8836,0.12956,11.422,12.559,13.28,13.681,14.325,14.778,15.478,16.884,18.434,19.332,19.968,20.954,21.623,22.954,25.456
1560,-0.1238,16.8891,0.12958,11.425,12.562,13.284,13.685,14.329,14.783,15.483,16.889,18.44,19.339,19.975,20.961,21.631,22.963,25.467
1561,-0.1239,16.8945,0.1296,11.429,12.566,13.288,13.689,14.333,14.787,15.488,16.895,18.447,19.345,19.982,20.969,21.639,22.972,25.477
1562,-0.124,16.9,0.12962,11.432,12.569,13.292,13.693,14.338,14.792,15.493,16.9,18.453,19.352,19.989,20.976,21.647,22.98,25.487
1563,-0.1242,16.9054,0.12965,11.434,12.573,13.295,13.697,14.342,14.796,15.497,16.905,18.459,19.359,19.996,20.984,21.655,22.99,25.498
1564,-0.1243,16.9109,0.12967,11.438,12.576,13.299,13.701,14.346,14.801,15.502,16.911,18.465,19.365,20.003,20.992,21.663,22.998,25.508
1565,-0.1244,16.9163,0.12969,11.441,12.58,13.303,13.705,14.35,14.805,15.507,16.916,18.472,19.372,20.01,20.999,21.671,23.007,25.518
1566,-0.1245,16.9218,0.12971,11.444,12.583,13.307,13.709,14.355,14.81,15.512,16.922,18.478,19.379,20.017,21.007,21.679,23.015,25.528
1567,-0.1246,16.9272,0.12973,11.447,12.587,13.311,13.713,14.359,14.814,15.516,16.927,18.484,19.385,20.024,21.014,21.687,23.024,25.538
1568,-0.1247,16.9327,0.12975,11.45,12.591,13.314,13.717,14.363,14.819,15.521,16.933,18.49,19.392,20.031,21.022,21.695,23.033,25.548
1569,-0.1248,16.9382,0.12977,11.453,12.594,13.318,13.721,14.367,14.823,15.526,16.938,18.497,19.399,20.038,21.029,21.703,23.041,25.559
1570,-0.1249,16.9436,0.12979,11.456,12.598,13.322,13.725,14.372,14.828,15.531,16.944,18.503,19.405,20.045,21.037,21.711,23.05,25.569
1571,-0.125,16.9491,0.12981,11.459,12.601,13.326,13.729,14.376,14.832,15.536,16.949,18.509,19.412,20.052,21.044,21.718,23.059,25.579
1572,-0.1251,16.9545,0.12983,11.462,12.605,13.33,13.733,14.38,14.837,15.54,16.955,18.515,19.419,20.059,21.052,21.726,23.067,25.589
1573,-0.1252,16.96,0.12985,11.466,12.608,13.334,13.737,14.385,14.841,15.545,16.96,18.521,19.425,20.066,21.059,21.734,23.076,25.599
1574,-0.1253,16.9654,0.12987,11.469,12.612,13.338,13.741,14.389,14.846,15.55,16.965,18.528,19.432,20.073,21.067,21.742,23.085,25.609
1575,-0.1254,16.9709,0.12989,11.472,12.615,13.341,13.745,14.393,14.85,15.555,16.971,18.534,19.439,20.08,21.075,21.75,23.093,25.619
1576,-0.1255,16.9763,0.12991,11.475,12.619,13.345,13.749,14.397,14.854,15.56,16.976,18.54,19.445,20.087,21.082,21.758,23.102,25.629
1577,-0.1256,16.9818,0.12993,11.478,12.622,13.349,13.753,14.402,14.859,15.564,16.982,18.546,19.452,20.094,21.09,21.766,23.111,25.639
1578,-0.1257,16.9873,0.12996,11.481,12.626,13.353,13.757,14.406,14.863,15.569,16.987,18.553,19.459,20.101,21.098,21.774,23.12,25.651
1579,-0.1258,16.9927,0.12998,11.484,12.629,13.356,13.761,14.41,14.868,15.574,16.993,18.559,19.466,20.108,21.105,21.782,23.128,25.661
1580,-0.1259,16.9982,0.13,11.487,12.633,13.36,13.765,14.414,14.872,15.579,16.998,18.565,19.472,20.115,21.113,21.79,23.137,25.671
1581,-0.126,17.0036,0.13002,11.49,12.636,13.364,13.769,14.419,14.877,15.583,17.004,18.571,19.479,20.122,21.12,21.798,23.146,25.681
1582,-0.1262,17.0091,0.13004,11.493,12.64,13.368,13.773,14.423,14.881,15.588,17.009,18.577,19.486,20.129,21.128,21.806,23.155,25.691
1583,-0.1263,17.0145,0.13006,11.496,12.643,13.372,13.777,14.427,14.886,15.593,17.015,18.584,19.492,20.136,21.135,21.814,23.163,25.701
1584,-0.1264,17.02,0.13008,11.499,12.647,13.376,13.781,14.432,14.89,15.598,17.02,18.59,19.499,20.143,21.143,21.822,23.172,25.712
1585,-0.1265,17.0255,0.1301,11.502,12.651,13.38,13.785,14.436,14.895,15.603,17.026,18.596,19.506,20.15,21.15,21.83,23.181,25.722
1586,-0.1266,17.0309,0.13012,11.506,12.654,13.383,13.789,14.44,14.899,15.607,17.031,18.602,19.512,20.157,21.158,21.838,23.189,25.732
1587,-0.1267,17.0364,0.13014,11.509,12.658,13.387,13.793,14.444,14.904,15.612,17.036,18.609,19.519,20.164,21.165,21.845,23.198,25.742
1588,-0.1268,17.0418,0.13016,11.512,12.661,13.391,13.797,14.449,14.908,15.617,17.042,18.615,19.526,20.171,21.173,21.853,23.207,25.752
1589,-0.1269,17.0473,0.13018,11.515,12.665,13.395,13.801,14.453,14.913,15.622,17.047,18.621,19.533,20.178,21.181,21.861,23.215,25.762
1590,-0.127,17.0527,0.1302,11.518,12.668,13.399,13.805,14.457,14.917,15.627,17.053,18.627,19.539,20.185,21.188,21.869,23.224,25.772
1591,-0.1271,17.0582,0.13023,11.521,12.672,13.402,13.809,14.461,14.921,15.631,17.058,18.634,19.546,20.193,21.196,21.878,23.233,25.783
1592,-0.1272,17.0636,0.13025,11.524,12.675,13.406,13.812,14.466,14.926,15.636,17.064,18.64,19.553,20.2,21.203,21.885,23.242,25.793
1593,-0.1273,17.0691,0.13027,11.527,12.679,13.41,13.817,14.47,14.93,15.641,17.069,18.646,19.559,20.207,21.211,21.893,23.25,25.804
1594,-0.1274,17.0746,0.13029,11.53,12.682,13.414,13.821,14.474,14.935,15.646,17.075,18.652,19.566,20.214,21.219,21.901,23.259,25.814
1595,-0.1275,17.08,0.13031,11.533,12.686,13.418,13.825,14.478,14.939,15.651,17.08,18.658,19.573,20.221,21.226,21.909,23.268,25.824
1596,-0.1276,17.0855,0.13033,11.536,12.689,13.422,13.829,14.483,14.944,15.655,17.086,18.665,19.58,20.228,21.234,21.917,23.276,25.834
1597,-0.1277,17.0909,0.13035,11.539,12.693,13.425,13.833,14.487,14.948,15.66,17.091,18.671,19.586,20.235,21.241,21.925,23.285,25.844
1598,-0.1278,17.0964,0.13037,11.542,12.696,13.429,13.837,14.491,14.953,15.665,17.096,18.677,19.593,20.242,21.249,21.933,23.294,25.854
1599,-0.1279,17.1018,0.13039,11.545,12.7,13.433,13.841,14.496,14.957,15.67,17.102,18.683,19.6,20.249,21.256,21.941,23.302,25.865
1600,-0.128,17.1073,0.13041,11.549,12.703,13.437,13.845,14.5,14.962,15.675,17.107,18.69,19.606,20.256,21.264,21.949,23.311,25.875
1601,-0.1281,17.1127,0.13043,11.552,12.707,13.441,13.849,14.504,14.966,15.679,17.113,18.696,19.613,20.263,21.271,21.957,23.32,25.885
1602,-0.1282,17.1182,0.13045,11.555,12.71,13.445,13.853,14.508,14.971,15.684,17.118,18.702,19.62,20.27,21.279,21.965,23.328,25.895
1603,-0.1283,17.1237,0.13047,11.558,12.714,13.448,13.857,14.513,14.975,15.689,17.124,18.708,19.626,20.277,21.287,21.973,23.337,25.905
1604,-0.1285,17.1291,0.1305,11.561,12.717,13.452,13.86,14.517,14.98,15.694,17.129,18.715,19.633,20.284,21.294,21.981,23.347,25.916
1605,-0.1286,17.1346,0.13052,11.564,12.721,13.456,13.864,14.521,14.984,15.698,17.135,18.721,19.64,20.291,21.302,21.989,23.355,25.927
1606,-0.1287,17.14,0.13054,11.567,12.724,13.46,13.868,14.525,14.989,15.703,17.14,18.727,19.647,20.298,21.31,21.997,23.364,25.937
1607,-0.1288,17.1455,0.13056,11.57,12.728,13.464,13.872,14.53,14.993,15.708,17.146,18.733,19.653,20.305,21.317,22.005,23.373,25.947
1608,-0.1289,17.1509,0.13058,11.573,12.731,13.467,13.876,14.534,14.997,15.713,17.151,18.739,19.66,20.312,21.325,22.013,23.381,25.957
1609,-0.129,17.1564,0.1306,11.576,12.735,13.471,13.88,14.538,15.002,15.718,17.156,18.746,19.667,20.319,21.332,22.021,23.39,25.967
1610,-0.1291,17.1618,0.13062,11.579,12.738,13.475,13.884,14.542,15.006,15.722,17.162,18.752,19.673,20.326,21.34,22.028,23.399,25.977
1611,-0.1292,17.1673,0.13064,11.582,12.742,13.479,13.888,14.547,15.011,15.727,17.167,18.758,19.68,20.333,21.347,22.036,23.407,25.988
1612,-0.1293,17.1728,0.13066,11.585,12.746,13.483,13.892,14.551,15.015,15.732,17.173,18.764,19.687,20.34,21.355,22.044,23.416,25.998
1613,-0.1294,17.1782,0.13068,11.588,12.749,13.486,13.896,14.555,15.02,15.737,17.178,18.771,19.693,20.347,21.362,22.052,23.425,26.008
1614,-0.1295,17.1837,0.1307,11.592,12.753,13.49,13.9,14.56,15.024,15.742,17.184,18.777,19.7,20.355,21.37,22.06,23.433,26.018
1615,-0.1296,17.1891,0.13073,11.594,12.756,13.494,13.904,14.564,15.029,15.746,17.189,18.783,19.707,20.362,21.378,22.069,23.443,26.029
1616,-0.1297,17.1946,0.13075,11.597,12.759,13.498,13.908,14.568,15.033,15.751,17.195,18.789,19.714,20.369,21.386,22.077,23.451,26.04
1617,-0.1298,17.2,0.13077,11.6,12.763,13.502,13.912,14.572,15.038,15.756,17.2,18.796,19.72,20.376,21.393,22.084,23.46,26.05
1618,-0.1299,17.2055,0.13079,11.604,12.767,13.505,13.916,14.577,15.042,15.761,17.206,18.802,19.727,20.383,21.401,22.092,23.469,26.06
1619,-0.13,17.2109,0.13081,11.607,12.77,13.509,13.92,14.581,15.047,15.765,17.211,18.808,19.734,20.39,21.408,22.1,23.477,26.07
1620,-0.1301,17.2164,0.13083,11.61,12.774,13.513,13.924,14.585,15.051,15.77,17.216,18.814,19.74,20.397,21.416,22.108,23.486,26.08
1621,-0.1302,17.2218,0.13085,11.613,12.777,13.517,13.928,14.589,15.055,15.775,17.222,18.82,19.747,20.404,21.423,22.116,23.495,26.09
1622,-0.1303,17.2273,0.13087,11.616,12.781,13.521,13.932,14.594,15.06,15.78,17.227,18.827,19.754,20.411,21.431,22.124,23.503,26.101
1623,-0.1304,17.2328,0.13089,11.619,12.784,13.525,13.936,14.598,15.065,15.785,17.233,18.833,19.761,20.418,21.439,22.132,23.512,26.111
1624,-0.1305,17.2382,0.13091,11.622,12.788,13.528,13.94,14.602,15.069,15.789,17.238,18.839,19.767,20.425,21.446,22.14,23.521,26.121
1625,-0.1306,17.2437,0.13093,11.625,12.791,13.532,13.944,14.606,15.073,15.794,17.244,18.845,19.774,20.432,21.454,22.148,23.53,26.131
1626,-0.1307,17.2491,0.13096,11.628,12.794,13.536,13.948,14.611,15.078,15.799,17.249,18.852,19.781,20.439,21.461,22.156,23.539,26.142
1627,-0.1308,17.2546,0.13098,11.631,12.798,13.54,13.952,14.615,15.082,15.804,17.255,18.858,19.788,20.446,21.469,22.164,23.548,26.153
1628,-0.1309,17.26,0.131,11.634,12.801,13.543,13.956,14.619,15.087,15.808,17.26,18.864,19.794,20.453,21.477,22.172,23.556,26.163
1629,-0.131,17.2655,0.13102,11.637,12.805,13.547,13.96,14.623,15.091,15.813,17.266,18.87,19.801,20.46,21.484,22.18,23.565,26.173
1630,-0.1311,17.2709,0.13104,11.64,12.809,13.551,13.964,14.628,15.096,15.818,17.271,18.877,19.808,20.467,21.492,22.188,23.574,26.183
1631,-0.1312,17.2764,0.13106,11.643,12.812,13.555,13.968,14.632,15.1,15.823,17.276,18.883,19.814,20.474,21.499,22.196,23.582,26.193
1632,-0.1314,17.2818,0.13108,11.646,12.816,13.559,13.972,14.636,15.105,15.828,17.282,18.889,19.821,20.481,21.507,22.204,23.591,26.204
1633,-0.1315,17.2873,0.1311,11.65,12.819,13.563,13.976,14.64,15.109,15.832,17.287,18.895,19.828,20.489,21.515,22.212,23.6,26.214
1634,-0.1316,17.2927,0.13112,11.653,12.823,13.566,13.98,14.645,15.113,15.837,17.293,18.902,19.834,20.496,21.522,22.22,23.608,26.224
1635,-0.1317,17.2982,0.13114,11.656,12.826,13.57,13.984,14.649,15.118,15.842,17.298,18.908,19.841,20.503,21.53,22.228,23.617,26.234
1636,-0.1318,17.3037,0.13117,11.658,12.83,13.574,13.988,14.653,15.122,15.847,17.304,18.914,19.848,20.51,21.538,22.236,23.627,26.246
1637,-0.1319,17.3091,0.13119,11.661,12.833,13.578,13.992,14.657,15.127,15.851,17.309,18.92,19.855,20.517,21.545,22.244,23.635,26.256
